Name,Sorting Name,Age Rating,Categories,Description,Developers,Publishers,Favorite,Hidden,Features,Game Id,Genres,Install size,Release Date,Added,Last Played,Date Modified,Recent Activity,Platforms,Play Count,Time Played,Sources,Series,Tags,Community Score,Critic Score,User Score,Id
DEAD OR ALIVE 6,DEAD OR ALIVE 06,PEGI 16,,"Game contain In-Game Purchases<br><br>DEAD OR ALIVE 6 is fast-paced 3D fighting game, produced by Koei Tecmo Games, featuring stunning graphics and multi-tiered stages that create a truly entertaining competitive experience.<br><br>[Introducing the DOA Series]<br>The DEAD OR ALIVE  franchise is a AAA fighting game series produced by Koei Tecmo Games' Team NINJA. Composed of fast-paced 3D fighting games that began with the original DEAD OR ALIVE arcade game in 1996, and have since appeared on a multitude of consoles and arcade machines around the world. In DEAD OR ALIVE 6, the world of DOA is brought back more vibrant than ever, featuring both enhanced visuals and an updated combat systems, aimed to provide the highest possible level of new fighting entertainment. <br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/838380/extras/SS01.jpg?t=1729051740"" /><br><br>[Story]<br>The story will follow the events of DEAD OR ALIVE 5, focusing on 2 separate main narratives; namely, the battle between “Ninja and DOATEC” versus “M.I.S.T. lead by Donovan”, and the events that occur during the 6th DEAD OR ALIVE Tournament. New side story episodes will also be added for returning characters.<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/838380/extras/SS06.jpg?t=1729051740"" /><br><br>[The New Visuals]<br>With the help of a new graphics engine, DOA6 aims to bring visual entertainment of fighting games to an entirely new level. The graphics are made to be both enticingly beautiful and realistic, bringing out enhanced facial expressions, such special effects as depiction of sweat and dirt on character models, and realistic hit effects.<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/838380/extras/SS02.jpg?t=1729051740"" /><br><br>[The Triangle System]<br>Following the tradition, fights in DEAD OR ALIVE 6 are based on a triangle system: strikes beat throws, throws beat holds, and holds beat strikes. Landing a well-timed attack of the type that beats your opponent’s attack, like landing a strike when an opponent tries to throw, will result in a Hi Counter attack and do more damage.<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/838380/extras/SS04.jpg?t=1729051740"" /><br><br>[New Combat Mechanics - Break System]<br>In this new title, we are introducing a new Special Move Gauge (Break Gauge) to the DEAD OR ALIVE series, adding a new dramatic strategic element to the fights. This element is made to be accessible and easy to use even for people who are new to the world of fighting games, and is activated by simply pressing the [RB] button.<br><br>[Break Blow] <br>A strong, high-damage special move that knocks your opponents down. The first part of the move also parries incoming attacks, working as both an offensive and defensive move!<br><br>[Break Hold] <br>A convenient counter technique that can also be used while the player is heavily stunned. It should only be used in tight situations due to its light-damage output.<br><br>[Fatal Rush]<br>A powerful combo with a dramatic finishing move, activated by consecutively pressing the [RB] button. While it is made to be easy to use for beginner players, it can also be employed in more than one creative way by the experienced competitors.<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/838380/extras/SS05.jpg?t=1729051740"" /><br><br>[New Danger Zones]<br>[Rumble Danger]<br>If knocked into onlookers, they will push the player back into the center of the stage. It is a trap that combines the atmosphere of a real street fight with strategy.<br><br>[Mass-Destruction]<br>If the opponent is knocked back into a large stack of boxes or barrels with a “Break Blow” or ”Fatal Rush” it will cause a large chain-explosion. This will lead to a huge burst of damage and produces an exhilarating rush.<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/838380/extras/SS03.jpg?t=1729051740"" />",Team NINJA,Koei Tecmo Games,FALSE,FALSE,"Multiplayer, Single Player",838380,Fighting,,01/03/2019,17/06/2025 23:53,,17/06/2025 23:57,17/06/2025 23:53,,0,0,Steam,Dead or Alive,,66,73,,31e7f26e-d187-43b7-8dba-5a56311027f9
Death Coming,,PEGI 16,,"Death Coming is a non-linear puzzle game where you must harvest human souls ‘Final Destination’ style. However, pesky mortals are not your only problem, as the Agents of Light will do everything they can to stop you.",NEXT Studio,"NEXT Studio, Zodiac Interactive",FALSE,FALSE,Single Player,2333810845fd49a286baf29f9b58f9ae,"Adventure, Indie, Puzzle, Strategy",,06/11/2017,17/06/2025 23:53,,17/06/2025 23:58,17/06/2025 23:53,PC (Windows),0,0,Epic,,,70,,,6f84f1c1-61d2-4d55-b194-b135aaad54f0
Death's Door,,PEGI 12,,"Death's Door is an action-adventure game developed by Acid Nerve and published by Devolver Digital. Released in 2021, it follows a crow reaper tasked with collecting souls in a mysterious, atmospheric world. The game features exploration, fast-paced combat, and puzzle-solving.",Acid Nerve,"Devolver Digital, Netflix",FALSE,FALSE,Single Player,65d73e3be8824829b5b788bd849b6559,"Adventure, Hack and slash/Beat 'em up, Indie, Role-playing (RPG)",,20/07/2021,17/06/2025 23:53,,17/06/2025 23:55,17/06/2025 23:53,PC (Windows),0,0,Epic,,,82,87,,f7e87f30-8da5-4229-8d1b-e5e80ebbaa61
Defense Grid: The Awakening,,PEGI 12,,"A tower defense game where you have to defend Power Cores from being stolen. Tower construction is limited to specified platforms on where you can place 1 out of 10 diffrent upgradeable towers. Towers can not be destroyed by the enemies. Tower placement is key to progress in this game as they each have pros and cons. During the game you battle a variety of 15 diffrent ""Insectoid"" enemies with various abilitys to handle such as stealth, speed, armor and shields etc. The invaders can carry 1-3 powercores as they reach the powerstations and try to make their escape.",Hidden Path Entertainment,Microsoft,FALSE,FALSE,Single Player,a434dcb20f0d439b93aaa31dac9e3210,"Indie, Real Time Strategy (RTS), Simulator, Strategy, Tactical",,08/12/2008,17/06/2025 23:53,,17/06/2025 23:57,17/06/2025 23:53,PC (Windows),0,0,Epic,Defense Grid,,71,86,,4c18fa61-dc0f-43ee-ad11-e02412156f61
Destiny 2 Beta,Destiny 02 Beta,,,,,,FALSE,FALSE,,CUSA08456_00,,,,18/06/2025 00:07,,18/06/2025 00:07,18/06/2025 00:07,Sony PlayStation 4,0,0,PlayStation,,,,,,3d6deb4f-ce1c-412e-a23c-f51d4d100003
DISSIDIA FINAL FANTASY NT Free Edition,,PEGI 12,,"With the struggle between order and chaos quelled by saviours from beyond, the realm was destined to fade from existence. Instead, an arcane power has breathed new life into it—bestowing these decaying remains with purpose once more. The fight has begun anew, and the world is your arena.<br />
<br />
Over twenty-four of FINAL FANTASY's most recognisable faces have assembled to take part in interdimensional fisticuffs. Face off against other teams in action-packed, three-on-three melees that require sense as well as strength to win. Each combatant can be one of four types: vanguard, assassin, marksman, or specialist; play off your allies' fighting styles, master the bravery system, and emerge triumphant from the clash of steel and sorcery!<br />
<br />
In addition to standard battles, there will be skirmishes that employ special rulesets, along with cutscenes that tell the story of this reborn world, the gods that rule it, and the warriors who fight for it.","Koei Tecmo Games, Square Enix",Square Enix,FALSE,FALSE,"Co-Operative, Massively Multiplayer Online (MMO), Multiplayer",921590,Fighting,,12/03/2019,17/06/2025 23:53,,17/06/2025 23:55,17/06/2025 23:53,,0,0,Steam,Dissidia Final Fantasy,,50,,,c08c671d-619c-4eb8-b62b-d58b3bea09e5
DISTRAINT: Deluxe Edition,,,,"<img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/395170/extras/sale_gif.png?t=1732098890"" /><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/395170/extras/s_game_eng.png?t=1732098890"" /><br><br><strong>DISTRAINT</strong> is a <i>2D psychological horror adventure</i> game for <i>PC</i>.<br><br>You step into the shoes of an ambitious young man named Price.<br><br>In order to secure a partnership in a famous company, Price seizes the property of an elderly woman. <br>In that very moment, he finds out the price of his humanity.<br><br>This is his story and the tale of his regrets...<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/395170/extras/compressed_01.png?t=1732098890"" /><h2 class=""bb_tag"">&quot;We have yet to see you DANCE, son!&quot;</h2><br>_______________________________________________________<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/395170/extras/s_features_eng.png?t=1732098890"" /><br><br><strong>DISTRAINT</strong> is a horror-novel style of game. It is dark and grim but also has its share of dark humor.<br><br>The story progresses quickly which allows for several settings and scenarios.<br>Your journey will last around two hours!<br><br>The gameplay is simple but effective: You move left and right and solve puzzles to progress through the atmospheric story.<br><br><ul class=""bb_ul""><li>Side scrolling 2D with unique, hand drawn graphics<br></li><li>Atmospheric music and sound design<br></li><li>Minimalist interface so your focus never wavers from the experience<br></li><li>Delve into a unique story full of intriguing twists<br></li><li>One man effort - No asset flips or cheap tricks, just hard work!</li></ul><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/395170/extras/compressed_02.png?t=1732098890"" /><h2 class=""bb_tag"">&quot;Snow... no wonder these folks are so absent.&quot;</h2><br>_______________________________________________________<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/395170/extras/s_deluxe_eng.png?t=1732098890"" /><br><br>DISTRAINT has been doing quite well thanks to the awesome community!<br>Deluxe Edition is my thanks to you. Take a look at what's new:<br><br><ul class=""bb_ul""><li>Dynamic coloring - Goodbye gray, hello color!<br></li><li>No more lantern - Increased environmental lighting<br></li><li>Enhanced animation, graphics, and lighting effects<br></li><li>Refined audio for better atmosphere<br></li><li>Improved user interface</li></ul><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/395170/extras/compressed_03.png?t=1732098890"" /><h2 class=""bb_tag"">&quot;These people are treated like cattle...&quot;</h2><br>_______________________________________________________",Jesse Makkonen,Jesse Makkonen,FALSE,FALSE,Single Player,395170,"Adventure, Indie, Puzzle",,21/10/2015,17/06/2025 23:53,,17/06/2025 23:55,17/06/2025 23:53,,0,0,Steam,DISTRAINT,,75,65,,0744ff4f-6be7-46eb-8d85-57be615c04c6
Drawful 2,Drawful 02,PEGI 12,,"The team behind the hit party games Fibbage, Quiplash, and YOU DON’T KNOW JACK presents Drawful 2, the game of terrible drawings and hilariously wrong answers!
<br>
<br>You use your phone or tablet to draw weird and funny things like “pitcher of nachos” or “death by trombone.” The other players type in what they think the (probably terrible) drawing is and those become the multiple-choice wrong answers. Then everyone - even an audience of potentially thousands – tries to guess the REAL answer.
<br>
<br>Drawful 2 is a go-to party game that everyone can play and enjoy!",Jackbox Games,Jackbox Games,FALSE,FALSE,"Co-Operative, Multiplayer",Daisy,"Card & Board Game, Indie, Quiz/Trivia, Strategy",,21/06/2016,17/06/2025 23:53,,17/06/2025 23:56,17/06/2025 23:53,PC (Windows),0,0,Epic,The Jackbox Party Pack,,80,78,,8fc4c9e3-3f5a-4468-b8bd-c542b8132285
Elite Dangerous,,PEGI 7,,"The next game in the Elite series - an amazing space epic with stunning visuals, incredible gameplay, breath-taking scope and award-winning sound. All content can be enjoyed in game any mode: solo, personal invite-only group or open/MMO. Carve your own path through the richest, largest gaming sandbox ever created, a 1:1 scale representation of the Milky Way galaxy, set against a backdrop of raw anarchy, galactic powerplays and political intrigue.",Frontier Developments,Frontier Developments,FALSE,FALSE,"Co-Operative, Massively Multiplayer Online (MMO), Multiplayer, Single Player",9c203b6ed35846e8a4a9ff1e314f6593,"Adventure, Role-playing (RPG), Shooter, Simulator, Strategy",,16/12/2014,17/06/2025 23:53,,17/06/2025 23:57,17/06/2025 23:53,PC (Windows),0,0,Epic,Elite,,81,82,,4870d02e-6d79-4587-8d6d-7286efbaac5a
Enter the Gungeon,,PEGI 7,,"Enter the Gungeon is a gunfight dungeon crawler following a band of regretful misfits seeking to shoot, loot, dodge roll and table-flip their way to personal absolution by reaching the legendary Gungeon’s ultimate treasure: the gun that can kill the past. Select a hero and battle your way to the bot¬tom of the Gungeon by surviving a challenging and evolving series of floors filled with the dangerously adorable Gundead and fearsome Gungeon bosses armed to the teeth. Gather precious loot, discover hidden secrets, and chat with opportunistic merchants and shopkeepers to purchase powerful items to gain an edge.",Dodge Roll,Devolver Digital,FALSE,FALSE,"Co-Operative, Multiplayer, Single Player",Garlic,"Adventure, Arcade, Indie, Shooter",,05/04/2016,17/06/2025 23:53,,17/06/2025 23:55,17/06/2025 23:53,PC (Windows),0,0,Epic,Gungeon,,77,82,,0d2845b4-b759-49df-89fe-0810029ee0b9
Estranged: The Departure,,PEGI 16,,"<img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/582890/extras/4fc35d90-81c8-47c8-b38d-f2d4d49259bb.gif?t=1733347759"" /><br><br>Estranged: The Departure follows the story of a fisherman, stranded on a mysterious island during a violent storm.<br><br>Experience what the island has in store as you uncover the secretive Arque Corporation, burrowing ever deeper into their dangerous and haphazard operations.<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/582890/extras/steam-key-features-heading-english.png?t=1733347759"" /><br><br><ul class=""bb_ul""><li>Experience the unique first person adventure<br></li><li>Immerse yourself in the rich narrative and unique characters<br></li><li>Interact with items, computers and audio logs for environmental storytelling<br></li><li>Protect yourself with guns and melee weapons, with familiar shooter combat</li></ul><br><i>This game was developed by one person in their spare time over 6 years, with help from a community of translators and testers. It is a standalone sequel to Estranged: Act I, which followed our hero's adventure in a search for a way to get home.</i><br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/582890/extras/steam-bunker.jpg?t=1733347759"" />",Alan Edwardes,Alan Edwardes,FALSE,FALSE,,582890,"Adventure, Puzzle",,22/05/2020,17/06/2025 23:53,,17/06/2025 23:56,17/06/2025 23:53,,0,0,Steam,Estranged,,69,,,c48c4214-1d84-43d9-a965-5b146a26b719
EVE Online,,PEGI 12,,"<p class=""bb_paragraph""><strong>THE #1 SPACE MMO</strong></p><p class=""bb_paragraph""></p><p class=""bb_paragraph"">EVE Online is the largest single shard space MMO of all time. With over 7,000 solar systems and more than 21 years of rich player-created history, join this storied universe and play free to experience everything from immense PvP or PvE battles to mining, exploration, and industry. </p><p class=""bb_paragraph""></p><p class=""bb_paragraph"">Seize your destiny as an immortal, a Capsuleer capable of piloting over 350 fully customizable starships from small, nimble Frigates to formidable Battleships and massive Freighters. Embark on a solo adventure through the twisting nexus of wormhole space, form a mighty industrial empire to transform athe building blocks of the universe, or take up arms with likeminded players to conquer vast frontiers together. Who will you be in New Eden?</p><p class=""bb_paragraph""></p><p class=""bb_paragraph""><strong>PLAY FREE</strong></p><p class=""bb_paragraph"">Experience this vast spaceship MMO for free as an Alpha Clone with access to Frigates, Destroyers, Cruisers, Battlecruisers, and Battleships of any faction. Enterprising Capsuleers may also choose to upgrade to Omega Clone for unlimited Ship access and double training speed.</p><p class=""bb_paragraph""></p><p class=""bb_paragraph""><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8500/extras/eve-1.png?t=1749825462"" /></p><p class=""bb_paragraph""><strong>SINGLE SHARD, SINGLE SERVER SANDBOX</strong></p><p class=""bb_paragraph"">As a single sharded MMO, all players of EVE Online play on the same server across all timezones. Jump in and join thousands of players in the greatest space sandbox there is. Every decision you make, battle you win, and system you claim becomes a part of the long, rich history of New Eden. Where will you leave your mark?</p><p class=""bb_paragraph""></p><p class=""bb_paragraph""><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8500/extras/eve-2.png?t=1749825462"" /></p><p class=""bb_paragraph""><strong>GAMING'S BIGGEST BATTLES</strong></p><p class=""bb_paragraph"">There's no limit on what you can accomplish as a Capsuleer. EVE currently holds the Guinness World Record for the largest multiplayer video game PvP battle - 8,825 players in a single conflict. Take part in massive spaceship battles from day one or train up and command those fleets yourself.</p><p class=""bb_paragraph""></p><p class=""bb_paragraph""><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8500/extras/eve-9.png?t=1749825462"" /></p><p class=""bb_paragraph""><strong>PLAYER DRIVEN ECONOMY</strong></p><p class=""bb_paragraph"">EVE's player economy is one of unprecedented scale. The single shard nature of the universe makes for a single economy spread across thousands of space stations. Whether you want to trade on the local markets, produce new ships and equipment, or make cunning investments based on knowledge of player politics, it's all possible.</p><p class=""bb_paragraph""></p><p class=""bb_paragraph""><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8500/extras/eve-7.png?t=1749825462"" /></p><p class=""bb_paragraph""><strong>LIMITLESS CHOICES</strong></p><p class=""bb_paragraph"">Pursue a life of exploration, warfare, prosperity, or all of the above! Pilot over 350 different vessels and customize it to your liking with thousands of unique modules. Modify your ship as a fast and nimble fighter or design it from the ground up as a heavily shielded brawler to go toe to toe with others. Feeling lucky? Take a chance and modify your equipment further using alien technology found deep in Abyssal Deadspace.</p><p class=""bb_paragraph""></p><p class=""bb_paragraph""><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/8500/extras/eve-3.png?t=1749825462"" /></p><p class=""bb_paragraph""></p><p class=""bb_paragraph""></p>",CCP,"Atari Europe, CCP, Crucial Entertainment, Simon & Schuster, THQ",FALSE,FALSE,"Co-Operative, Massively Multiplayer Online (MMO), Multiplayer",8500,"Role-playing (RPG), Simulator, Strategy",,06/05/2003,17/06/2025 23:53,,17/06/2025 23:58,17/06/2025 23:53,,0,0,Steam,EVE Online,,78,79,,0309a625-cfae-4515-b3ca-c8d79fa0f2ff
